CASEID,gatsstrata,gatscluster,gatsweight,residence,age,IntLang,Selectee,HH1,HH2,hh4b,hh4c,hh4cyear,hh4d,hh4e,HH4b01,HH4b02,HH4b03,HH4b04,HH4b05,HH4b06,HH4b07,HH4b08,HH4b09,HH4b10,HH4b11,HH4b12,HH4b13,HH4b14,HH4b15,HH4b16,HH4b17,HH4b18,HH4b19,HH4b20,HH4c01,HH4c02,HH4c03,HH4c04,HH4c05,HH4c06,HH4c07,HH4c08,HH4c09,HH4c10,HH4c11,HH4c12,HH4c13,HH4c14,HH4c15,HH4c16,HH4c17,HH4c18,HH4c19,HH4c20,HH4cYear01,HH4cYear02,HH4cYear03,HH4cYear04,HH4cYear05,HH4cYear06,HH4cYear07,HH4cYear08,HH4cYear09,HH4cYear10,HH4cYear11,HH4cYear12,HH4cYear13,HH4cYear14,HH4cYear15,HH4cYear16,HH4cYear17,HH4cYear18,HH4cYear19,HH4cYear20,HH4d01,HH4d02,HH4d03,HH4d04,HH4d05,HH4d06,HH4d07,HH4d08,HH4d09,HH4d10,HH4d11,HH4d12,HH4d13,HH4d14,HH4d15,HH4d16,HH4d17,HH4d18,HH4d19,HH4d20,HH4e01,HH4e02,HH4e03,HH4e04,HH4e05,HH4e06,HH4e07,HH4e08,HH4e09,HH4e10,HH4e11,HH4e12,HH4e13,HH4e14,HH4e15,HH4e16,HH4e17,HH4e18,HH4e19,HH4e20,A01,A02a,A02b,A03,A03a,A12,A04,A05,A05a,A06a,A06b,A06c,A06d,A06e,A06f,A06g,A06h,A06i,A06j,A08,A11,B01,B02,B03,B04,B05,B06a,B06a1,B06b,B06b1,B06c,B06c1,B06d,B06d1,B06e,B06e1,B06f,B06f1,B06g,B06g1,B06g2,B07,B08,B09,B10a,B10b,B10c,B10d,B10e,B10f,B10g,B10g1,B11,B12,B13a,B13bYears,B13bMonths,B13bWeeks,B13bDays,B14,B15,B16,B17,B18a,B18b,B18c,B18d,B18e,B18f,B18f1,B18g,B18g1,BB1,BB2,BB2a,WP1,WP2,WP3,WP4,WP5,WP5aHours,WP5aMinutes,WP6,WP7,WP8,WP8a,WP9,WP10,WP11,C01,C02,C03,C04,C05,C06a,C06a1,C06b,C06b1,C06c,C06c1,C06d,C06d1,C06e,C06e1,C06f,C06f1,C06f2,C07,C08,C09,C10a,C10b,C10c,C10d,C10e,C10f,C10f1,C19,C11,C12,C13a,C13bYears,C13bMonths,C13bWeeks,C13bDays,C14,C15,C16,C17,C18a,C18b,C18c,C18d,C18e,C18f1,C18g,C18g1,D01,DD1,D02a,D02bMonths,D02bWeeks,D02bDays,D03a,D03b,D03c,D03d,D03e,D03f,D03f1,D03g,D03g1,D04,D05,D06,D07,D08,D09,DD1a,DD2,DD2a,D10a,D10bMonths,D10bWeeks,D10bDays,D11a,D11b,D11c,D11d,D11e,D11f1,D11g,D11g1,D12,D13,D14,D15,D16,E01,E02,E03,E04,E05,E06,E07,E08,E08a,E09,E10,E23,E24,E11,E12,E13,E14,EE1,EE2,E15,E16,E21,E22,E19,E20,E17,E18a,E18b,E18c,E29a,E29b,E29c,E29e,E29f,E29g,E29h,F01a,F01c,F01bCig,F01bPack,F01bCart,F01bOther,F01dPack,F01dPackA,F01dCart,F01dCartA,F01dOther,F02,FF1,F03,F03a,F04a,FF2,FF3,F04,F05,F06,FA1,FA2,FA2a,FA3,FA4,FA4a,FF3a,G201a1,G201a2,G201b1,G201b2,G201c1,G201c2,G201d1,G201d2,G201e1,G201e1a,G201e2,G201e2a,G202,G203,G202a,G203a,G204a1,G204a2,G204b1,G204b2,G204c1,G204c2,G204d1,G204d2,G204e1,G204e2,G204f1,G204f2,G204g1,G204g2,G204h1,G204h2,G204i1,G204i2,G204j1,G204j2,G204k1,G204k1a,G204k2,G204k2a,G205,G205a,G206a1,G206a2,G206b1,G206b2,G206c1,G206c2,G206d1,G206d2,G206e1,G206e2,G206f1,G206f2,H01,H02a,H02b,H02c,H02d,H02e,H02f,H02g,H02h,H03,HH01,H02_3,H02_4,H05,H05a,H05b
240401,310010,306010102,6068.49842,2,20,1,3,13,4,20,,,1,2,45,42,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,1,77,1994,20,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,2,,,,2,,2,,2,,1,1,2,,1,1,2,,2,,1,1,7,7,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,7,,7,,2,,2,,1,,2,,1,2,2,2,,,,,1,2,,,7,,7,,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,1,1,1,1,1,1,2,1,1,7,1,1,1,1,
240416,310010,306010102,7585.623024,2,16,1,5,10,5,16,77,1998,1,2,46,42,20,18,16,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,1,2,1,2,1,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,1,77,1998,16,1,2,1,7,,1,2,2,2,2,2,2,2,2,2,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,7,7,7,7,2,7,7,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,7,,7,,2,,2,,1,,2,,1,1,,,,,,,1,2,,,7,,7,,2,2,2,2,2,,2,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,1,1,2,2,1,7,7,1,7,1,1,7,,
240225,310010,307030101,36218.08209,2,18,1,7,10,8,18,,,1,2,48,46,24,22,22,20,18,16,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,1,2,1,2,1,2,1,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,,,,,,,,,,,,1,4,1996,,,1,4,3,1,1,1,2,1,1,2,2,2,2,1,4,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,1,2,2,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,7,1,2,2,7,7,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,7,,2,,2,,1,,3,,1,2,2,2,2,2,,,1,2,2,2,2,2,7,,2,2,2,2,2,,2,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,7,7,1,7,7,1,7,7,1,1,1,
240230,310010,307030101,18109.04105,2,18,1,4,7,4,18,,,1,2,25,22,48,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,1,77,7777,18,1,2,2,7,,1,2,2,2,2,2,2,2,2,2,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,,1,1,1,2,,2,,2,,1,2,2,,2,,2,,2,,1,1,2,1,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,1,,2,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,7,1,1,1,1,1,7,7,1,2,1,1,1,1,
240242,310010,307030101,18109.04105,2,20,1,3,4,4,20,,,1,2,45,45,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,1,77,1994,20,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,1,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,,,2,,1,1,2,,1,1,2,,1,1,2,,2,,1,1,7,7,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,shops,1,shops,1,,3,,2,2,2,2,2,2,2,2,1,1,2,2,7,,7,,2,2,1,2,2,,2,,7,7,7,7,2,2,7,7,2,2,2,2,7,7,1,2,1,1,7,1,1,7,2,1,7,1,1,1,1,
240246,310010,307030101,18109.04105,2,16,1,4,9,4,16,77,7777,1,2,40,36,19,16,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,7777,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,1,3,7777,16,1,1,4,4,,1,2,2,1,1,2,2,2,2,1,1,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,7,7,7,7,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,1,,2,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,1,1,7,7,1,7,7,1,2,1,1,1,1,
240785,310010,311020204,11364.29733,2,16,1,3,6,5,16,5,1998,1,2,45,42,16,21,19,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,1,2,1,1,2,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,1,5,1998,,,1,5,4,,1,1,2,1,1,2,1,2,1,1,3,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,3,,2,9,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,1,,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
240803,310010,311020204,4545.718931,2,24,1,1,3,2,24,,,1,2,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,1,3,1990,,,1,3,2,1,1,1,2,1,1,2,2,2,2,1,1,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,2,2,,,,1,1,2,,1,2,1,1,2,,1,1,2,,2,,1,1,7,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,1,freind,2,,1,,2,,1,2,2,2,2,2,2,2,1,2,2,2,9,9,9,9,2,2,2,2,2,,2,,2,2,2,2,9,9,2,2,2,2,2,2,7,7,1,1,1,1,1,7,1,1,1,1,2,1,1,1,1,
240808,310010,311020204,9091.437861,2,16,1,4,6,4,16,7,1998,1,2,40,35,17,16,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,1997,1998,,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,1,3,1998,,,1,5,4,,1,1,2,1,1,2,1,2,1,1,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,2,,2,,1,2,2,,2,,2,,2,,1,2,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,2,,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,7,7,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,7,1,1,2,1,1,1,1,
240821,310010,314020217,25220.50334,2,20,1,1,3,3,20,,,1,2,20,46,16,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,1,2,1994,,,1,6,1,1,1,2,2,1,1,2,2,2,2,2,1,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,3,,4,2,,1,1,2,,2,,1,1,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,1,,3,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
240823,310010,314020217,25220.50334,2,16,1,3,9,3,16,3,1998,1,2,35,34,16,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,1,3,1998,,,1,6,4,,1,2,2,1,1,2,1,2,1,1,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,1,1,1,1,2,,1,2,2,,2,,2,,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,2,,2,,1,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,2
240826,310010,314020217,33627.33778,2,18,1,3,9,4,18,,,1,2,48,46,18,17,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,1,3,1996,,,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,,,16,,20,,0,,0,,0,,0,,0,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,1,1,2,2,,,,1,1,2,,2,,1,1,2,,1,1,2,,2,,7,7,7,7,2,9,1,2,2,2,2,1,,20,,,,,,,,,50,3,4,,,2,,1,1,1,,,,,,,,7,,2,2,2,2,7,,2,,2,,9,,2,,2,2,2,2,2,2,,,2,2,,,2,2,7,,2,2,7,,2,,2,,7,7,2,2,2,2,2,2,2,2,7,7,9,9,1,1,1,7,1,7,1,7,7,1,1,1,1,9,,
240834,310010,314020217,50441.00667,2,16,1,4,13,6,16,1,1998,1,2,50,48,18,16,25,23,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,1,2,1,1,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,1,1,1998,,,1,5,2,1,1,2,2,1,1,2,2,2,1,2,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,2,2,,,,1,1,2,,1,2,1,1,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,freind,2,,1,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,7,7,7,7,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
240480,314020,314040103,12023.01026,2,20,1,6,10,6,20,,,1,2,40,35,35,25,23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,,,,,,,,,,,,,,,1,2,1,2,2,2,,,,,,,,,,,,,,,1,6,1994,,,1,5,4,,1,2,2,1,1,2,2,2,2,2,1,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,2,,2,,7,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,7,,
240490,314020,314040103,16030.68034,2,17,1,3,15,8,17,3,1997,1,2,47,44,17,15,28,27,26,25,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,1997,1999,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,3,1997,,,1,5,2,1,1,1,2,1,2,1,2,2,2,2,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,2,2,,,,2,,1,1,2,,1,1,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,1,freind,2,,2,,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,7,7,7,7,7,7,7,7,2,2,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
240491,314020,314040103,18034.51538,2,22,1,7,17,9,22,,,1,2,30,22,24,23,25,20,22,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,1992,,,1,2,8,,1,2,2,1,1,2,1,2,1,1,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,1,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,7,7,7,1,1,1,2,1,1,
240774,310010,318020103,25060.67759,2,16,1,4,13,7,16,2,1998,1,2,65,60,18,16,15,35,32,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,1998,1999,,,,,,,,,,,,,,,,1,2,2,1,2,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,1998,,,1,5,2,1,1,1,2,1,2,2,2,2,2,2,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,2,2,,,,1,1,2,,2,,1,1,2,,1,1,2,,2,,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,freind,2,,1,,2,,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,
240778,310010,318020103,25060.67759,2,18,1,5,9,7,18,,,1,2,60,52,24,22,18,32,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,3,1996,,,1,6,2,1,1,1,2,1,1,2,2,2,1,1,3,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,2,2,,,,1,1,1,1,1,1,1,1,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,freind,2,,1,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,7,7,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
240781,310010,318020103,10740.29039,2,16,1,3,7,3,16,4,1998,1,2,40,35,16,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,1,4,1998,,,1,5,4,,1,1,1,1,1,2,1,2,1,1,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,2,,,,,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,2,,1,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,
240782,310010,318020103,39381.06478,2,22,1,5,12,11,22,,,1,2,41,35,52,50,22,20,18,48,45,18,16,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,1,2,1,2,1,1,2,1,2,1,1,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,3,1992,,,1,7,2,1,1,1,2,1,1,2,1,2,1,1,2,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,1,2,2,,,,1,1,1,1,1,1,1,1,2,,1,1,2,,2,,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,1,freind,2,,1,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
